E_exfoliationperAtom,MPE,Bond_mean,Bond_max,R_atom,R_vdw,R_cov,D_EN,m_atom,N_mendeleev,I,DP,Density,T_boil,T_melt,H_spec,H_fuse,H_evap,TC,EA
0.124865783,0.16075205280757093,4.798778019620425,7.4607198940813415,500.0,1036.6666666666667,521.6666666666666,1.54,249.94761599733332,619.0,77.80666666666667,88.3,13.0,2383.4900000000002,1023.5333333333333,1.638,16.02,271.6,8.0755,7.955209166666667
0.045914487,0.332289746353813,4.4815795633017546,6.539399444087298,443.3333333333333,740.3333333333334,428.6666666666667,2.55,337.8627333333333,334.0,42.51566666666667,241.70000000000002,14.0,3366.7766666666666,1340.3666666666666,0.378,24.16,400.0,11.944500000000001,4.448040166666666
,0.4437992229050229,4.35030988862207,6.46779385449325,142.5,206.0,138.0,0.050000000000000266,124.68,99.0,8.8085,40.5,6.0,1585.5,813.3,0.203,18.994999999999997,122.5,19.365000000000002,1.508438
0.037416297,0.4025639640060315,2.995333875049765,4.653426872389263,120.0,192.33333333333334,117.66666666666667,2.31,78.93688666666667,74.66666666666667,10.297666666666666,80.76666666666667,3.0,1402.363333333333,508.23333333333335,0.192,10.935,180.28,4.177333333333333,1.9289005666666668
0.024794806,0.3576718612886554,4.836258401253247,7.939773085404883,188.33333333333334,315.3333333333333,182.0,3.16,116.55433649633333,137.66666666666666,21.284333333333336,126.00666666666667,5.0,1076.3433333333335,357.8133333333333,0.2595,2.8333333333333335,91.07333333333334,31.194666666666667,3.682077420000001
0.075530086,0.25262567733542657,4.267672364729467,6.2360452063971925,187.5,310.25,180.5,2.62,109.45667750000001,159.75,19.119999999999997,100.678555,4.0,637.5625,394.92999999999995,0.753,49.76466666666666,43.32933333333333,26.463333333333335,3.162020975
0.009370128,0.3343079443637034,3.759323905170791,6.0899424196119165,443.3333333333333,789.0,417.6666666666667,2.55,189.1533773333333,325.0,47.20133333333333,263.46666666666664,12.0,3748.84,2331.133333333333,0.9075,27.76,473.5,0.216,5.989074
0.196041667,0.197724964670721,3.102177671475697,4.261535009673388,190.0,349.3333333333333,173.33333333333334,1.51,91.9148,176.0,22.413999999999998,45.73333333333333,8.0,3446.8566666666666,2151.5333333333333,0.5925,23.9,508.2,286.557,2.7498198333333335
,0.25645713916020946,3.617434672175172,5.5473102524305276,243.33333333333334,461.3333333333333,244.33333333333334,1.54,175.34693333333334,259.0,30.257,53.26666666666667,9.0,2281.65,1015.3333333333334,0.4755,36.3,363.5,54.97833333333333,3.5266042
0.090460075,0.15370855438815997,3.8050563318303143,6.25125212493957,127.5,278.75,133.75,1.48,53.6719404995,171.25,21.46325,25.9267775,3.0,869.26,263.90250000000003,0.4895,3.2323333333333335,115.568,22.363166666666668,2.1143307499999997
0.028099274,0.46244540171172527,3.057180589521333,4.40289297499343,113.33333333333333,212.66666666666666,115.33333333333333,0.7599999999999998,80.28178333333334,115.66666666666667,14.951,66.67140666666667,3.0,1222.82,640.9733333333334,0.183,5.402,140.12266666666667,3.8226666666666667,2.0123260666666667
0.050759943,0.2726766397692015,3.106368693402198,4.340706204783148,155.0,266.75,152.25,1.54,127.8704675,151.25,16.8935,33.7,6.0,968.5175,454.57500000000005,0.1625,14.81,87.91666666666667,7.4270000000000005,2.588903825
,0.3934067364895043,3.258605391461362,4.585276427957455,461.6666666666667,700.0,457.6666666666667,0.5,357.46803666666665,281.3333333333333,27.493,186.4333333333333,21.0,8417.0,4747.400000000001,0.9043333333333333,79.48666666666666,907.2666666666668,131.96666666666667,5.3223317
0.041473233,0.32252027729316435,3.4299284002382016,5.216356972599106,116.66666666666667,189.0,114.33333333333333,2.21,86.94444333333333,80.0,10.480333333333332,60.76666666666667,4.0,1130.03,689.2333333333335,0.164,10.57,165.28,0.016,2.41235085
0.040233537,0.20648132944727118,3.1247857568484205,4.14717029037982,110.0,271.3333333333333,115.33333333333333,1.2200000000000002,7.260666666666666,167.33333333333334,22.683000000000003,67.54698,1.0,1710.09,1060.91,2.2569999999999997,8.986,218.70533333333333,37.641999999999996,1.3048506666666666
0.040906555,0.31784007219672883,3.224884842811695,4.4629796739453305,116.66666666666667,188.0,113.66666666666667,2.19,88.27907333333333,81.33333333333333,10.534666666666666,56.76666666666667,4.0,880.6966666666667,712.9000000000001,0.16,10.57,130.78,0.016,1.9512339
0.010593877,0.31499725691379465,3.932482049573201,5.767427304778753,270.0,451.6666666666667,260.0,2.55,128.839,152.33333333333334,23.896666666666665,221.73333333333335,5.0,2580.2533333333336,1385.3999999999999,0.4535,17.060000000000002,353.3,11.004,2.070898
0.083976863,0.3019761767551855,2.180508047197787,3.257421619254257,165.0,326.0,178.33333333333334,2.67,73.00287088399999,196.66666666666666,28.223000000000003,46.38666666666666,4.0,1415.3466666666666,547.0733333333333,0.6234999999999999,6.103333333333333,151.32000000000002,74.304,7.358412900000001
,0.2876534463213945,3.3260674753164188,4.318243539232529,196.25,360.0,188.5,2.55,116.76875,158.0,22.205,101.75,9.0,2775.2375,1521.4,0.2383333333333333,18.223333333333333,383.5333333333333,149.71166666666667,2.208796875
,0.15360774932808552,3.3788856626549024,4.962662864558705,132.5,251.0,127.25,2.46,32.6235,114.0,16.30175,59.45312500000001,3.0,2332.18,1473.6725,1.5283333333333333,7.95,226.3,121.86775,1.874627125
,0.2564805628065591,2.9378067236372116,4.349561167206093,506.6666666666667,974.0,495.0,1.81,198.49713333333332,473.6666666666667,63.94866666666666,172.1,19.0,6854.03,3904.3333333333335,1.2069999999999999,46.95,1174.1,327.0323333333333,6.925416166666667
0.045036577,0.2736116496667639,2.772030690980877,4.166785771880225,123.75,324.0,144.25,2.65,46.062153163000005,219.0,32.90325,36.970332500000005,2.0,1282.07,611.11,0.281,7.196999999999999,198.624,5.845624999999999,3.7233359500000005
0.057966702,0.15452113958016392,3.2403074007683483,4.571721395002273,135.0,292.25,135.5,2.51,46.48105982,182.25,24.29225,56.057109999999994,2.0,468.775,230.82500000000002,1.222,6.209333333333333,47.822,47.593333333333334,2.38649245
0.09222828,0.2529006278766122,3.0985405480784833,4.696749301855689,340.0,569.3333333333334,329.0,2.55,199.38966666666667,235.0,31.896,218.83333333333334,8.0,2695.65,1361.9333333333334,0.397,27.74,337.2,24.4975,3.2289358333333333
,0.27563414602011255,2.4453569662988417,3.3554274272111164,198.75,357.5,190.75,2.55,100.657,167.75,22.39875,97.0,6.0,1777.2375,884.125,0.26066666666666666,13.583333333333334,213.9333333333333,141.855,2.432796875
,0.27435304701952334,3.727637100450769,5.69155890701411,360.0,644.6666666666666,357.6666666666667,1.3900000000000001,212.645,364.3333333333333,42.800666666666665,75.89999999999999,11.0,2853.383333333333,1411.3333333333333,0.82,46.56999999999999,410.81,32.62433333333333,6.238339166666666
0.074534655,0.3607606800767992,3.298886429515879,5.330273893993874,182.5,298.0,181.5,0.6499999999999999,172.0745,129.5,13.668500000000002,59.9,15.0,3908.1,2216.5,0.138,22.23,411.7,24.52,2.09567
0.039732902,0.39708012436272616,3.9495086305645835,6.732366770180221,120.0,192.0,119.33333333333333,1.71,77.37849,82.0,10.537666666666667,50.76666666666667,4.0,1728.3,858.3299999999999,0.281,17.36,304.475,11.363,0.6950122666666667
0.092341529,0.16451189818098566,3.5926595718246013,5.396313494144991,160.0,331.3333333333333,161.66666666666666,1.78,48.988620666,180.33333333333334,23.895333333333337,43.06666666666666,4.0,1286.2533333333333,888.8333333333334,0.6225,11.754999999999999,195.9,47.004000000000005,2.4190203333333336
0.05737765,0.25398099411119024,2.474527341995709,3.7213728680253597,156.66666666666666,264.0,152.33333333333334,2.62,64.12913166666665,99.0,13.728666666666667,120.13333333333334,3.0,672.46,503.93333333333334,0.344,2.2,54.099999999999994,29.127000000000002,1.4040489999999999
0.117273492,0.31340936800391633,4.710060452872399,8.121545558565826,131.25,199.75,119.5,1.06,105.10605,89.75,10.044,32.3275,7.0,1041.1135,530.3199999999999,0.369,6.51125,88.165,109.39375,2.247564076666667
0.285439801,0.30581944924324084,3.4160093849131288,5.374677371079464,256.6666666666667,449.0,252.0,2.13,174.08693333333335,255.0,30.088666666666665,64.56666666666666,8.0,1859.9833333333333,761.6666666666666,0.6365,15.6,237.9,57.31166666666667,4.5951457499999995
0.07588225,0.1844484984421678,2.667089296100465,3.7960313230764875,401.6666666666667,662.0,393.3333333333333,1.55,149.992359,366.0,41.547666666666665,92.8,8.0,2808.933333333333,1279.5666666666666,1.016,26.296666666666667,263.5266666666667,190.32399999999998,14.88373
,0.2809342698363502,3.4297558203003535,5.422530699080686,168.33333333333334,247.0,157.0,0.78,114.473865,126.66666666666667,12.205666666666666,39.6,7.0,1347.2160000000001,812.8666666666667,0.64,3.385,71.93333333333334,23.32,1.7784026866666667
,0.3392572790324807,4.3292907280344775,7.182955276535572,183.33333333333334,351.0,187.33333333333334,3.09,90.67133755066668,166.66666666666666,27.51,111.98666666666666,5.0,1751.68,980.7066666666666,0.3175,9.103333333333333,182.25333333333333,45.506,4.968459600000001
0.071739382,0.15489402153514154,5.793886617273682,10.04299719789894,383.3333333333333,913.6666666666666,406.0,1.0,64.85366666666665,464.0,60.361333333333334,65.56666666666666,10.0,21008.399999999998,15369.623333333335,5.092499999999999,70.80000000000001,1513.5,32.726,3.086786333333334
0.025446315,0.19888228061546903,3.3224074499194804,5.241859029784482,353.3333333333333,802.3333333333334,394.3333333333333,2.98,124.01701265199999,460.3333333333333,76.22833333333334,123.89333333333333,9.0,2889.0400000000004,2004.7866666666666,0.8145,19.106666666666666,305.36,94.06800000000001,14.056942133333337
0.093207991,0.13393445223633224,4.245387647809925,6.670078293759069,231.25,575.5,247.75,1.75,73.100630999,397.25,51.690749999999994,40.035665,5.0,724.2524999999999,424.09,0.873,3.9439999999999995,54.708,32.726,5.415392833333333
0.072501696,0.4205119293496993,3.5928230480111556,5.824276641340814,220.0,332.6666666666667,216.0,0.5,176.354,165.33333333333334,15.243,60.6,9.0,2331.733333333333,1170.1666666666667,0.3055,22.843333333333334,186.53333333333333,21.400000000000002,2.7014053333333337
,0.25398955700361375,4.885631570206572,8.38676805889302,196.25,360.5,190.0,2.55,116.17699999999999,157.0,22.21275,103.25,9.0,2782.7375,1578.15,0.23666666666666666,18.55666666666667,423.5333333333333,191.37833333333333,2.375361875
0.126857818,0.24645800759645922,3.4855756243394516,4.983378549507167,336.6666666666667,520.0,331.99999999999994,1.63,248.648,262.6666666666667,27.900333333333336,97.66666666666667,11.0,2945.1666666666665,1633.3,0.3415,35.95666666666667,271.46666666666664,17.10833333333333,7.061897666666668
0.076201092,0.1974492444364808,4.284194448037593,7.109327226842071,118.33333333333333,232.66666666666666,117.66666666666667,1.35,50.812999999999995,117.0,16.43766666666667,24.03333333333333,4.0,2097.6,1513.5600000000002,0.4715,6.11,59.1,32.84733333333334,-0.7689404999999999
,0.2787165320693821,3.153175869257297,4.730188224695853,411.6666666666667,717.3333333333334,401.0,1.5499999999999998,260.1137333333333,251.66666666666666,30.54466666666666,218.23333333333335,18.0,15621.666666666666,10247.666666666666,2.1796666666666664,70.80000000000001,1584.75,44.279999999999994,2.415881666666667
0.067050551,0.1747741140761626,3.024214914024281,4.957467108875705,118.33333333333333,231.0,116.33333333333333,1.04,88.13818966666666,126.0,16.468333333333334,20.400000000000002,7.0,1166.3266666666666,539.7933333333333,0.129,9.545,180.205,106.021,2.9478606666666667
0.122580804,0.3313577254517528,4.0079595371909225,5.930499196726097,293.75,565.25,292.0,1.8399999999999999,123.87656,272.25,36.9825,100.685,11.0,4190.38,2366.4649999999997,0.599,28.55333333333333,683.1999999999999,92.57900000000001,4.682906666666667
0.1136012,0.39184671351313816,4.171397880713337,7.0185398553382825,285.0,419.3333333333333,278.0,0.77,216.49699999999999,165.0,16.499,121.33333333333333,12.0,4420.666666666667,2316.266666666667,0.536,36.54666666666667,396.26666666666665,33.93333333333333,2.7961679999999998
0.194555459,0.15680073630554078,4.278091818071114,7.367019928958742,213.33333333333334,411.3333333333333,207.0,1.54,165.74666666666667,218.0,28.55333333333333,36.14,11.0,779.348,357.92,0.504,2.91,63.75,5.6593333333333335,3.960779015
0.057486472,0.3763098872481376,4.680770109157873,8.00638165983521,275.0,383.0,245.66666666666666,0.78,207.88333333333335,186.66666666666666,16.879666666666665,70.39999999999999,12.0,2718.824,938.7666666666668,0.8913333333333332,6.46,217.4333333333333,53.27,2.6991263633333333
,0.24057868044182723,4.319629093010225,7.159621338152241,477.5,790.5,472.75,1.8399999999999999,266.677935,418.25,48.1905,124.825,14.0,4389.5475,2537.3999999999996,0.67,63.11333333333334,587.7666666666667,41.17925,11.826669875000002
0.254265493,0.3877633664758132,4.637500568178519,7.5081271995873635,153.75,240.0,148.0,1.4700000000000002,105.2411,120.5,12.4895,36.85,6.0,1148.8120000000001,520.6999999999999,0.6066666666666666,6.495,68.1275,26.337250000000004,2.9030983533333337
,0.3530111411270832,7.665042653442033,14.013945536576452,255.0,387.5,250.0,1.18,188.5315,197.0,18.455000000000002,71.9,10.0,2583.325,1115.7549999999999,0.322,18.722499999999997,220.96499999999997,33.18625,3.45956705
0.029389946,0.2805316993637898,3.7198188903900644,5.448670469598415,221.66666666666666,436.3333333333333,225.66666666666666,3.0,76.341338605,224.33333333333334,35.981,91.9375,7.0,2407.733333333333,1178.18,2.1295,10.486666666666666,263.3,295.64666666666665,6.697999166666668
0.03139761,0.10901271407919316,3.7977749012236064,5.3108766646147565,91.25,177.75,90.25,1.04,65.10664225000001,91.5,11.76375,16.8,6.0,2127.1975,1346.145,0.42,9.545,180.205,79.9065,2.161146875
,0.2561365456274129,4.974847547092666,8.421491428428832,600.0,1145.3333333333333,598.3333333333334,2.08,311.966272,606.3333333333334,78.36566666666667,150.96666666666667,17.0,4565.156666666667,2651.2999999999997,1.0585,60.575,457.2,34.483666666666664,9.7416185
0.031727501,0.3453464540431914,4.662848997519223,7.737711022936747,592.5,868.5,556.75,2.2199999999999998,358.949925,274.5,38.402249999999995,342.65000000000003,17.0,10853.0475,6600.0,2.0604999999999998,86.81,1410.35,2.3985000000000003,6.437672825
0.13742335,0.28736908546044865,3.168189311955559,4.426586330807961,576.6666666666666,1092.6666666666667,579.0,1.3399999999999999,367.1323333333333,639.0,75.79466666666666,109.43333333333334,18.0,3077.963333333333,1823.6000000000004,1.206,64.30000000000001,178.95999999999998,28.70233333333334,11.5415603
,0.32312653954257886,3.945557383946696,6.2961148742703985,360.0,562.6666666666666,345.0,0.9300000000000002,173.5653333333333,274.0,27.386666666666667,101.44666666666667,13.0,3551.7066666666665,1391.3666666666668,1.6346666666666667,9.063333333333333,244.1,132.3166666666667,5.4927600750000005
0.103849122,0.3497956393188382,10.39845633094637,19.31035196262935,185.0,342.6666666666667,177.66666666666666,1.74,151.67866666666666,180.0,23.24,45.4,11.0,2767.92,1499.9499999999998,0.14600000000000002,19.884999999999998,500.9,69.46933333333334,2.3391523866666666
0.192783086,0.2576800768978264,4.746720360055228,6.644923414915294,171.66666666666666,286.0,157.66666666666666,1.64,124.71233333333333,159.33333333333334,18.515333333333334,36.300000000000004,7.0,1302.8566666666668,548.3000000000001,0.16649999999999998,12.194999999999999,178.8,23.537000000000003,1.9354468333333334
0.083385241,0.292385481636189,4.1957117384774625,6.457620173751789,213.75,326.5,202.5,1.8399999999999999,158.2253425,166.0,18.429000000000002,59.325,8.0,2040.6975,1109.0,0.198,24.463333333333335,320.2133333333333,24.961750000000002,4.052468075000001
,0.34402231042468295,4.359379728895599,6.335820018838552,236.25,375.0,233.25,1.3800000000000001,130.507,195.75,19.350500000000004,60.8,7.0,2319.724,988.3299999999999,1.1906666666666668,13.682500000000001,169.4775,32.93725,3.5782852800000002
0.251111483,0.1913726284393028,3.381602100468304,5.145640450886443,396.6666666666667,804.0,405.6666666666667,1.54,215.4022666666667,449.6666666666667,53.83766666666666,85.19999999999999,12.0,4153.903333333333,2210.4,1.1785,86.9,746.5,154.34766666666667,6.401102933333334
0.06526008,0.5049273272254529,3.1561994743797857,4.311653564102313,103.33333333333333,183.0,106.0,2.02,72.537467721,101.33333333333333,12.191,25.91333333333333,3.0,986.6366666666668,274.8433333333333,0.222,6.050000000000001,110.7,22.277666666666665,2.625614966666667
0.053863432,0.29822288191064744,3.3205151661923744,4.2844207568628985,85.0,168.33333333333334,89.0,1.9300000000000002,52.25246772100001,100.33333333333333,13.212666666666669,17.346666666666668,2.0,694.4000000000001,337.40999999999997,0.205,10.295,100.86999999999999,8.161666666666667,1.9694344000000001
0.081885014,0.3080557795675346,3.8205038723402085,5.670174588348422,806.6666666666666,1233.6666666666667,708.3333333333334,1.9,696.2186666666666,650.3333333333334,74.42733333333332,193.76666666666665,39.0,7556.363333333334,2647.2166666666667,0.9770000000000001,30.864999999999995,1011.4000000000001,113.29899999999999,6.45397898
0.06992331,0.5066561750697692,4.790435605853111,8.243626437301593,125.0,199.66666666666666,123.0,1.74,127.20930333333335,73.66666666666667,9.604333333333333,57.43333333333334,8.0,1790.3966666666665,727.6666666666666,0.158,15.254999999999999,233.4,13.942333333333332,1.71599475
0.053944443,0.4606389258510792,3.0304871310910886,4.410668493465854,320.0,458.6666666666667,303.3333333333333,0.7499999999999998,313.6816,229.66666666666666,20.331333333333333,86.2,16.0,3203.7999999999997,1216.55,0.20350000000000001,15.896666666666667,253.5333333333333,17.726666666666663,3.441382386666666
0.053773833,0.1799128874655637,3.3043715407660774,5.099651829461909,133.75,258.0,131.5,1.54,97.37511750000002,144.5,19.06,22.527500000000003,5.0,358.8,212.1675,0.138,8.907499999999999,50.225,2.8023333333333333,2.0141257666666665
0.156982034,0.29173604398142816,4.777509566125791,7.442440190903152,253.33333333333334,461.6666666666667,251.0,1.9,181.94093333333333,244.0,29.816,74.16666666666667,9.0,2592.3166666666666,1098.6666666666667,0.3855,20.4,383.3,12.611666666666666,3.089763833333333
,0.24840467362152033,4.316984875772431,7.143232372591072,610.0,1151.3333333333333,607.6666666666666,2.44,398.64020000000005,626.3333333333334,77.60833333333333,177.63333333333333,21.0,4941.156666666667,2732.633333333333,0.6575000000000001,89.55,538.5,35.9255,9.842951833333332
0.029788188,0.242338853130371,3.6153453562561775,6.243890311805228,343.3333333333333,793.6666666666666,389.0,2.4299999999999997,175.47962731866667,506.3333333333333,77.89666666666668,66.29333333333334,11.0,2357.04,1322.3866666666668,0.4435,19.89333333333333,229.96,24.598,21.453138200000005
0.054374025,0.2646888196943243,4.115715850291302,6.787398253546723,296.6666666666667,528.0,269.0,1.79,142.1638,264.3333333333333,33.99666666666666,71.28,13.0,2593.65,1376.5533333333333,0.625,19.23,368.9,363.37833333333333,4.95478375
0.077159536,0.1882538671384729,2.982250689187988,3.888493383412332,287.5,587.75,289.0,1.9,90.434025,294.5,40.796499999999995,102.5,8.0,3676.725,2232.75,0.6603333333333333,24.933333333333334,561.5333333333333,44.3675,4.10153375
0.302169481,0.13224246767970918,3.580638296411253,5.9920954187644275,70.0,170.0,75.0,0.0,12.011,87.0,11.26,11.3,2.0,5100.0,3820.0,0.711,0.0,0.0,1.59,1.262119
0.226879633,0.22977737422863376,3.935411940403255,5.974076409006113,213.33333333333334,291.0,198.66666666666666,2.15,98.53366666666666,37.333333333333336,10.114333333333333,238.50416666666663,2.0,1671.8499999999997,873.66,1.9364999999999999,9.105,216.0,42.413,-0.16423699999999997
0.055681552,0.21661410508237955,6.270140413379892,11.011966242335385,296.6666666666667,639.0,304.3333333333333,1.9,85.87,344.0,47.644666666666666,115.37140666666669,7.0,3783.963333333333,2070.206666666667,1.569,28.317000000000004,634.8040000000001,22.083999999999993,3.9910615000000003
0.067350111,0.340013054286159,2.9954677402097527,4.1344403350309875,321.6666666666667,527.6666666666666,318.6666666666667,1.2600000000000002,303.3183333333333,227.33333333333334,25.155666666666672,105.40000000000002,27.0,7257.0,4163.733333333334,0.41400000000000003,43.11000000000001,790.4033333333333,48.696333333333335,4.048468333333333
,0.32618301340647304,3.730402105922471,6.092200950259789,251.66666666666666,458.3333333333333,245.0,1.79,187.7786,255.33333333333334,30.671333333333333,53.723333333333336,10.0,1798.9833333333333,685.2433333333333,0.318,14.64,229.4,43.97833333333333,4.5951457499999995
0.027715027,0.3545641233712698,4.746722245097828,7.877256022599106,346.6666666666667,560.6666666666666,331.6666666666667,0.77,137.14533333333335,261.3333333333333,26.534000000000002,107.0,12.0,4995.706666666666,2050.62,1.7633333333333334,14.976666666666667,424.3666666666666,72.78333333333333,3.8491733833333335
0.766010103,0.44427633860930127,2.9621785360190067,4.126503720427925,125.0,197.66666666666666,122.66666666666667,2.1399999999999997,128.96782333333334,77.33333333333333,10.028333333333334,56.73333333333334,8.0,1350.8966666666668,451.8333333333333,0.0,9.16,192.725,0.027,2.26007515
,0.21306905309753915,4.692465947875906,8.00326261736312,326.6666666666667,626.0,334.3333333333333,1.9300000000000002,201.67726877533335,363.6666666666667,45.774,68.66,11.0,2750.99,1332.22,0.82,40.669999999999995,396.94,32.637,6.097315633333333
0.02286412,0.1058769153141021,2.7859867205190763,4.237373669827897,296.6666666666667,639.0,304.3333333333333,1.9,85.87,344.0,47.644666666666666,115.37140666666669,7.0,3783.963333333333,2070.206666666667,1.569,28.317000000000004,634.8040000000001,22.083999999999993,3.9910615000000003
0.130529496,0.28998399952106474,3.950741346202434,5.925120661747534,85.0,163.75,82.5,1.75,41.21775,97.25,12.28825,17.601777499999997,2.0,346.7675,208.77749999999997,0.232,4.2123333333333335,26.804666666666666,24.279375,1.9426778333333334
,0.18009420622523606,2.7562698620565107,3.743869726386606,390.0,656.0,379.5,0.9200000000000002,132.1461,301.0,32.666,131.5,12.0,4739.5599999999995,3095.0,2.318,24.075,368.25,94.575,5.858760075000001
0.026016785,0.2908661494253311,3.772324916312617,6.296972063057202,307.5,540.0,289.25,2.49,116.580275,225.5,32.219,151.875,9.0,3142.5825,1827.7,0.62,21.80666666666667,413.06666666666666,298.6963333333333,3.3649486250000002
0.28429151,0.4040922097491197,3.525162075755936,5.7915596266970795,176.66666666666666,265.6666666666667,160.66666666666666,0.8899999999999999,105.93543333333334,108.33333333333333,11.282000000000002,65.26666666666667,9.0,2448.733333333333,1448.3666666666668,0.3625,14.47,238.5,174.64666666666665,2.0031133333333333
0.196943669,0.33540619088647017,3.744898988546573,5.503819891071723,155.0,281.3333333333333,152.66666666666666,2.46,60.84566666666666,133.33333333333334,18.41,72.67083333333333,3.0,883.9066666666668,480.2633333333333,1.845,10.4,98.9,33.06033333333333,2.3240885
0.173199569,0.2982506103602472,4.1711743230998275,6.7036085565178825,280.0,532.6666666666666,275.0,1.79,192.81166666666664,251.66666666666666,34.18866666666667,79.94666666666667,19.0,4890.316666666667,3006.486666666666,0.521,42.28,938.8,192.71166666666667,4.46904375
,0.3721663375786035,3.972099690954235,5.979136031000577,405.0,737.6666666666666,398.6666666666667,2.13,154.81733333333335,366.6666666666667,48.48266666666666,148.6,14.0,6034.173333333333,3650.7999999999997,1.4015,51.2,1016.8,156.108,6.966454
0.025034544,0.3347604450822634,3.6992387458667233,6.048634819642644,375.0,554.6666666666666,370.0,1.2399999999999998,165.809359,273.6666666666667,25.340666666666667,134.16666666666666,10.0,4332.166666666667,2053.6666666666665,1.9249999999999998,22.016666666666666,376.7666666666667,262.8666666666667,5.4845049999999995
,0.2415297292204434,3.75704137867615,5.960090100901876,613.3333333333334,1156.6666666666667,608.3333333333334,2.2199999999999998,341.2662266666667,607.0,78.13633333333333,194.29999999999998,18.0,4903.156666666667,2638.633333333333,0.7865,56.275,491.5,35.9255,9.820951833333334
,0.3902878331715443,4.8839980315494556,7.662533896404231,306.6666666666667,509.3333333333333,283.0,2.13,114.78046666666667,263.6666666666667,32.83133333333333,92.96666666666665,10.0,2715.65,1529.3999999999999,1.262,21.15,385.9,390.045,4.95478375
,0.426279466515999,3.619168242750601,5.575956787031882,470.0,690.5,458.5,0.6499999999999999,471.4126,347.5,30.4315,129.8,24.0,4740.7,1796.75,0.372,26.96,377.4,12.89,5.454883
0.056962156,0.399929115710525,3.405518454924821,5.417851771425332,342.5,566.75,324.5,2.49,131.210347,211.25,30.4035,191.72499999999997,8.0,3285.8995,1927.0,1.093,20.34,410.40000000000003,66.89166666666667,3.2320721199999998
0.042645124,0.19855224233288982,3.9937682836236283,6.4312614378699795,191.25,349.5,184.75,1.79,82.157,191.5,23.822499999999998,37.835,6.0,1016.4675,596.065,0.776,10.87,110.04,58.15475,4.5431535
,0.3243509621765151,4.293203681284001,7.123894660371384,156.66666666666666,332.0,169.33333333333334,2.35,64.10503755066667,182.66666666666666,28.60666666666667,46.876666666666665,5.0,1723.3466666666666,1022.2833333333333,0.4365,8.94,200.31999999999996,48.93733333333333,7.0648794000000015
0.014285188,0.07795080954919273,3.93199123148252,6.331984832018419,296.6666666666667,639.0,304.3333333333333,1.9,85.87,344.0,47.644666666666666,115.37140666666669,7.0,3783.963333333333,2070.206666666667,1.569,28.317000000000004,634.8040000000001,22.083999999999993,3.9910615000000003
,0.35543243915900685,4.264015322717149,7.332992070700015,210.0,342.3333333333333,202.0,2.46,90.2858,132.0,19.63233333333333,130.70833333333334,4.0,1463.29,605.4266666666667,3.5509999999999997,8.39,234.0,59.193666666666665,2.1872668333333336
0.170990899,0.3641261865970111,3.8343300317703894,5.885554148427712,211.66666666666666,435.6666666666667,227.33333333333334,2.65,137.47147299266666,257.0,39.523,60.48,8.0,2391.02,1015.61,0.22000000000000003,9.01,261.34666666666664,19.389333333333333,7.0632937866666685
0.099838213,0.287686292854723,3.5501081454296477,5.8286010314092564,125.0,196.0,115.5,1.06,94.02550000000001,89.5,10.0815,30.2025,6.0,1129.8635,560.6949999999999,0.4183333333333333,6.77625,100.79,102.39375,2.225230743333334
,0.18280591481571715,3.55211720029156,5.854923613755629,400.0,839.3333333333334,407.6666666666667,1.81,216.76199999999997,432.3333333333333,59.62266666666667,118.76666666666667,22.0,6697.363333333334,3942.933333333333,0.623,51.5,1164.0,52.565666666666665,5.807416166666667
0.076354202,0.44231659873250173,3.9826655771881585,6.1878810227054855,228.33333333333334,338.0,222.66666666666666,0.5,192.56366666666668,165.66666666666666,14.995333333333335,63.63333333333333,10.0,2433.366666666667,1247.7333333333333,0.406,27.069999999999997,183.23333333333335,25.993333333333336,2.684807333333333
0.1119251,0.22961114821215697,4.416842018159655,6.390755787009109,138.33333333333334,235.66666666666666,129.66666666666666,1.54,101.50813333333333,122.0,14.076999999999998,35.03333333333333,7.0,1634.46,670.2333333333332,0.2545,12.004999999999999,238.3,136.31799999999998,1.699863
0.081404726,0.24895226990342026,4.82679319225294,8.368073468014511,180.0,308.0,178.66666666666666,0.75,60.99958733266667,151.0,16.487333333333336,48.4,5.0,1909.8239999999998,1094.4333333333334,1.132,6.666666666666668,140.43333333333334,40.605000000000004,2.3763063633333332
0.091335708,0.2310911887488858,4.4425789386771095,6.93096002885564,395.0,653.0,394.75,0.98,185.4416254995,318.75,33.426,116.25,12.0,4872.8099999999995,2558.9750000000004,2.18525,18.18,419.3,52.06666666666666,5.9323648250000005
,0.22175780720864247,3.19157689353713,4.984833490679896,185.0,337.25,180.25,1.64,131.7872904995,194.25,23.30775,36.625,7.0,1224.9875,434.11249999999995,0.3466666666666667,6.093333333333334,133.20000000000002,14.444999999999999,2.337819915
0.034826683,0.2974491220555142,7.18408771855883,12.856053381457247,213.75,394.25,213.0,2.21,133.89383249999997,209.75,26.26225,68.275,7.0,1545.8875,909.65,0.28300000000000003,21.115000000000002,140.33666666666667,9.581333333333335,4.953348166666667
,0.18742363380507565,4.199935156895683,6.27641064490418,155.0,335.6666666666667,165.33333333333334,3.05,36.59779397733333,169.0,27.70566666666667,66.05333333333333,2.0,1809.0466666666669,1052.6933333333334,1.1235,9.426666666666668,209.51999999999998,56.504,4.8108026000000015
