Exyzz,MPE,Bond_mean,Bond_max,R_atom,R_vdw,R_cov,D_EN,m_atom,N_mendeleev,I,DP,Density,T_boil,T_melt,H_spec,H_fuse,H_evap,TC,EA
0.5,0.30758220192792896,3.2506436625028305,4.537536117690495,130.0,200.0,123.66666666666667,1.4400000000000002,75.94043666666666,69.33333333333333,9.309,68.73333333333333,3.0,3056.1666666666665,2000.5666666666666,0.49749999999999994,13.51,204.475,1.59,1.5427186
20.0,0.5321163852978138,4.279853764164432,7.0393615333609105,145.0,205.66666666666666,131.66666666666666,1.25,50.94980275999999,50.666666666666664,7.454000000000001,86.89999999999999,4.0,1422.3666666666668,992.6533333333333,0.6756666666666665,8.02,117.09999999999998,142.0,0.6759630000000001
6.0,0.4514659429608813,4.068968831977212,6.352967873517687,106.66666666666667,175.33333333333334,105.66666666666667,1.96,40.330000000000005,73.33333333333333,10.504333333333333,62.10237000000001,1.0,703.06,463.96999999999997,0.653,6.6290000000000004,61.35466666666667,0.09325,1.3807777333333335
6.0,0.4659516340533671,3.6536868708986625,5.059539616338153,120.0,192.0,117.0,2.3,80.04833333333333,75.33333333333333,10.315,78.10000000000001,3.0,1254.3633333333335,538.2333333333333,0.205,8.835,159.28,0.016,2.246900566666667
1.0,0.36159156813741267,4.7551000505629295,7.5254948408613265,172.5,291.0,176.0,1.08,122.53394,124.5,14.1345,56.4,10.0,3566.824,2020.5,0.802,13.58,389.5,29.02,2.23810403
1.5,0.2984249270570033,4.929918507998208,7.494561008555763,100.0,179.33333333333334,99.33333333333333,1.9,33.105333333333334,83.0,11.132666666666665,39.96666666666666,2.0,1296.2633333333333,720.0,0.523,12.605,221.50500000000002,7.312,1.7176128333333336
2.0,0.3623058456050563,3.3888896284869623,5.200672090619081,125.0,190.5,113.0,1.06,71.725,89.5,9.768,33.75,6.0,1585.95,811.25,0.385,11.79,167.08,200.5025,2.2992941000000005
36.5,0.5098284178387055,5.030523581793038,8.172252501345737,148.33333333333334,215.66666666666666,137.0,1.0099999999999998,55.88201466666666,50.333333333333336,7.148666666666667,89.60000000000001,4.0,2365.0,1279.8666666666666,0.484,19.8,234.20000000000002,60.2,0.628631
70.0,0.4978017705547875,5.283538514967701,8.799366501350683,253.33333333333334,413.0,238.66666666666666,0.5499999999999998,82.199236,136.33333333333334,15.430666666666667,102.3,9.0,5666.0,3438.3333333333335,1.1836666666666666,67.60666666666667,746.3000000000001,214.86666666666667,2.2228544333333335
0.0,0.4087858127356,5.400827003590135,9.042990351125674,350.0,528.6666666666666,343.3333333333333,1.96,250.51323333333335,223.66666666666666,27.759666666666664,167.93333333333334,10.0,2936.133333333333,1578.4666666666665,0.383,29.576666666666668,281.55333333333334,0.03,10.103039600000002
2.0,0.31853246918988415,2.6562840723345396,3.1685121448749562,120.0,192.0,119.33333333333333,1.71,77.37849,82.0,10.537666666666667,50.76666666666667,4.0,1728.3,858.3299999999999,0.281,17.36,304.475,11.363,0.6950122666666667
2.0,0.41212354045771454,3.9194215104814734,5.734624982480979,153.33333333333334,220.0,142.0,1.37,41.670035332666664,50.666666666666664,7.418,127.56666666666666,3.0,1278.3333333333333,723.6999999999999,0.6623333333333333,39.470000000000006,91.04333333333334,79.0,0.6240384999999999
0.0,0.34017480810942174,3.955054540223832,5.892404088897391,215.0,284.5,202.5,1.35,139.05697,147.0,14.273,68.5,5.0,1139.0,847.7,1.025,20.119999999999997,107.85000000000001,156.0,6.1180736
2.0,0.37426230874692035,3.055848073173516,4.356177224975068,192.5,301.5,193.0,1.2199999999999998,124.583,123.0,13.0685,84.9,8.0,3283.1,1552.5,0.281,14.83,343.2,11.87,2.23367
2.0,0.3095377169195478,3.8973692806203264,6.512509217963737,266.6666666666667,432.6666666666667,258.6666666666667,0.77,107.84366666666666,208.33333333333334,20.446666666666665,79.86666666666666,9.0,3748.7653333333333,1319.2866666666666,1.3716666666666668,9.966666666666667,307.53333333333336,45.893333333333345,3.10647204
0.0,0.29955022370854273,5.076540491229372,8.556507862752762,282.5,400.0,269.5,0.6100000000000003,251.236705,211.5,19.979,70.85,10.0,1640.25,1032.0,0.205,33.32,160.525,24.43,5.1115552
2.0,0.2734817590742814,4.443847840794126,7.098580226642381,95.0,170.33333333333334,96.0,1.8299999999999998,26.143512833333332,96.0,10.851666666666667,25.899999999999995,1.0,1022.93,386.8333333333333,0.9,8.58,152.25500000000002,79.01199999999999,1.8355561666666667
2.0,0.2011393321488197,3.9470851422899087,6.296356853396655,215.0,309.5,199.5,0.7600000000000002,227.20047,148.5,15.665,49.855,11.0,772.365,503.84,0.138,16.6675,71.2,8.3,6.1180736
-0.5,0.3051428658288365,5.32858105633396,9.282812986249834,130.0,196.33333333333334,126.33333333333333,1.96,95.64359999999999,83.0,9.198333333333332,59.13333333333333,5.0,1572.5746666666664,862.6333333333333,0.4435,5.9,151.35333333333332,0.1375,1.9268974100000003
24.0,0.3885013923774967,5.928243712511444,10.205672499596604,158.33333333333334,229.33333333333334,146.66666666666666,1.37,57.12653533266666,51.0,7.363666666666667,137.6,3.0,1249.6666666666667,715.5,0.5313333333333333,6.036666666666666,115.53333333333335,58.2,0.6162635
16.5,0.3731196685388033,3.64575717777214,4.871014941478797,336.6666666666667,476.6666666666667,303.6666666666667,2.51,89.25535904000002,107.66666666666667,19.262,232.69999999999996,3.0,1792.7966666666664,690.1466666666666,4.888,15.850000000000001,225.36,189.3456666666667,3.4599979666666667
5.0,0.48529250534185586,5.170458408385346,8.570177486709568,368.3333333333333,543.3333333333334,330.6666666666667,1.05,270.96349283333336,213.33333333333334,22.855,84.76666666666667,24.0,6906.666666666667,3610.633333333333,1.06,42.66333333333333,743.3333333333334,298.0,3.1203012
57.0,0.3962757987016936,5.159613550819003,8.554079907886287,245.0,421.0,236.5,1.66,138.8165,232.5,26.201,72.95,9.0,2488.285,511.52,0.468,6.48,450.2,81.84049999999999,2.49167025
1.0,0.39251057944233453,4.051194892770786,6.643116445540978,146.66666666666666,203.66666666666666,140.0,0.7600000000000002,154.49495666666667,102.66666666666667,8.914666666666667,39.63333333333333,6.0,1201.1666666666667,551.3000000000001,0.1625,14.81,87.91666666666667,11.100000000000001,1.9907582666666663
10.0,0.27508925248292526,3.7835205077165606,5.613011886652378,183.33333333333334,308.0,183.0,1.3900000000000001,107.87966666666667,163.66666666666666,17.182,43.36666666666667,6.0,1780.6126666666667,878.2000000000002,0.9369999999999999,21.31,205.7,16.475666666666665,2.569107186666667
8.0,0.36990008162672744,3.190360582057274,4.169880045728171,330.0,474.3333333333333,309.0,2.3400000000000003,81.43386666666667,170.0,22.721999999999998,236.33333333333334,3.0,1470.4666666666665,761.4666666666666,1.2654999999999998,79.94666666666666,72.7,104.67866666666667,7.726920000000001
1.0,0.3617565008441645,2.5846968951074203,3.8737257939610634,182.5,299.0,184.5,0.8499999999999999,170.89100000000002,127.5,13.684000000000001,62.9,14.0,3923.1,2330.0,0.133,22.73,471.7,87.02,2.4288
1.0,0.38809199812802847,3.6826682664633323,5.53466683543683,195.0,311.6666666666667,188.33333333333334,1.8,58.272938666666676,109.66666666666667,17.857333333333333,76.86666666666666,3.0,2254.2,1345.23,1.112,22.21,353.11,10.548,2.0671500000000003
33.0,0.5267471251231297,2.9193226682008464,3.581322390310328,110.0,184.33333333333334,111.33333333333333,2.98,31.508801054333333,73.33333333333333,12.164333333333333,59.71333333333334,1.0,693.5366666666667,445.91,0.653,5.373333333333334,60.18333333333333,0.0185,2.3461549
3.0,0.30966385459724666,3.0547681469248467,3.7587783145457387,105.0,182.66666666666666,104.33333333333333,1.9,47.923333333333325,83.33333333333333,10.749333333333334,42.1,2.0,1327.3633333333335,751.2333333333335,0.523,14.685,226.08,7.310666666666666,1.6345672333333336
1.0,0.27661717012727627,3.489556167351343,5.1619031255062175,115.0,183.5,113.5,0.77,50.8915,91.5,8.179499999999999,34.7,3.0,1696.912,344.46500000000003,0.552,3.41,140.4,14.185,1.2535520150000001
77.5,0.21539684099633014,4.53729254961228,6.7581214845432624,91.66666666666667,200.33333333333334,94.0,1.63,34.243,128.66666666666666,15.603,21.70237,2.0,958.8866666666668,142.17999999999998,0.372,2.8535,135.602,9.445166666666667,1.3688073333333335
2.0,0.3041407014193763,2.1438135527967086,2.781827712102732,115.0,188.0,113.33333333333333,1.5,62.926156666666664,81.66666666666667,10.602666666666666,46.76666666666667,3.0,1364.9666666666667,794.3299999999999,0.523,17.16,232.275,10.963,0.5793456
20.0,0.3200187572100302,4.358027792780481,6.853972803043824,102.5,184.5,101.5,1.48,67.3545,94.5,10.4765,29.15,4.0,1316.595,279.95,0.222,7.07,296.0,33.4135,1.28659025
6.5,0.2046416936821908,3.3626685910778207,5.024856965984232,136.66666666666666,284.6666666666667,135.66666666666666,1.27,32.248256426666664,168.33333333333334,21.832666666666668,76.90947999999999,2.0,1304.4066666666665,243.30999999999997,0.7969999999999999,2.8993333333333333,123.93866666666668,56.942,1.3315686666666666
0.5,0.24984237817378988,3.13424125449102,3.739979996807975,130.0,239.33333333333334,130.0,1.2399999999999998,92.37633333333333,124.66666666666667,15.989333333333335,30.5,8.0,1955.7966666666664,1242.0666666666668,0.131,22.259999999999998,389.41,0.0225,3.2621878333333334
-1.0,0.3582934023480952,4.999867063475383,7.745387914405054,137.5,197.0,122.5,0.7600000000000002,95.225235,90.0,9.088,39.7,6.0,1648.75,871.65,0.385,14.265,173.275,401.0,2.1470184
18.0,0.44777053625734226,4.29478345230331,6.63537191017074,130.0,198.0,127.33333333333333,3.0300000000000002,77.84095772100001,74.33333333333333,11.188,77.94666666666667,2.0,733.1700000000001,494.07666666666665,0.301,8.41,64.16333333333333,0.028,2.1694088333333337
21.0,0.4382270962806342,3.4325041477095772,4.609761180541667,121.66666666666667,185.66666666666666,116.66666666666667,1.7100000000000002,71.84415666666666,74.0,9.911333333333333,78.20237,2.0,711.5933333333332,480.90333333333336,0.301,8.279,62.28466666666666,0.1815,1.2870772666666666
0.0,0.17808640720731536,4.82728833178517,8.036989321322077,76.66666666666667,148.0,76.0,2.46,7.982333333333334,68.33333333333333,10.863666666666667,57.973203333333345,0.0,409.54,207.5,3.489,1.5035,74.452,28.336166666666667,0.9444525
43.5,0.46261567898105116,3.5953904238855316,5.802893930023239,393.3333333333333,607.3333333333334,388.0,0.17000000000000037,311.0343966666667,292.6666666666667,26.807000000000002,110.0,17.0,4757.666666666667,2738.2333333333336,0.7683333333333334,81.57499999999999,323.26666666666665,95.95,4.642601333333333
18.0,0.3838465945776575,3.386067135471067,4.318102888739116,122.5,198.5,121.5,0.6200000000000001,75.38499999999999,95.0,8.8515,36.2,4.0,1630.412,445.55,0.477,4.15,153.25,33.535,1.594585515
1.0,0.2975991181036893,3.9239289926636354,6.105094985,101.66666666666667,180.33333333333334,102.0,1.62,32.44133333333333,81.0,11.439333333333332,40.666666666666664,2.0,1292.0,722.8299999999999,0.523,12.605,221.50500000000002,7.3116666666666665,0.7639083333333335
8.0,0.40048343505707923,3.899370317861326,6.06703563,210.0,311.5,204.0,0.56,151.5335,123.5,12.423,88.0,8.0,3043.0,1689.2,0.4625,27.310000000000002,261.1,25.25,2.010376
1.0,0.30217745948737745,2.879634316544146,3.886520843283217,138.33333333333334,203.0,134.33333333333334,1.4400000000000002,107.15482333333334,80.0,8.916333333333332,71.76666666666667,5.0,1336.7746666666667,819.2333333333332,0.4525,8.375,114.48333333333333,5.484999999999999,1.8293802766666667
12.0,0.4803046198970568,4.455420434370883,7.33450813222439,106.66666666666667,178.0,104.33333333333333,1.54,86.80980000000001,101.0,11.285000000000002,22.633333333333336,4.0,737.2633333333333,257.1666666666667,0.124,8.705,96.205,2.6453333333333338,2.0054001666666665
27.0,0.5174558037500955,7.377424067761242,13.597478476027149,145.0,205.33333333333334,130.66666666666666,1.25,51.25212142666667,52.0,7.609999999999999,84.89999999999999,4.0,1685.0333333333335,1089.6533333333334,0.6643333333333333,8.22,156.76666666666665,111.2,0.5009753333333333
1.0,0.34635218344786534,2.873694510262175,4.1852189,192.5,294.0,182.0,1.27,136.111,147.0,16.3065,44.0,7.0,850.9,562.95,0.232,13.625,59.11,48.455000000000005,6.727176400000001
46.5,0.315662591500319,3.1637344292531653,4.031811151368,178.33333333333334,343.6666666666667,178.0,1.54,153.06113333333334,183.33333333333334,23.185999999999996,43.73333333333333,11.0,2714.5866666666666,1405.5666666666666,0.131,22.5,438.0,18.66933333333333,2.312272
4.5,0.3693007942178622,2.948877992990274,4.444648502325675,280.0,419.6666666666667,270.6666666666667,0.7000000000000002,294.5216266666667,174.0,17.517333333333333,93.33333333333333,21.0,5051.0,2947.6,0.359,41.31666666666667,520.4,87.23333333333333,3.256434666666667
2.0,0.43675357692358985,4.005020748739764,6.544307563178829,120.0,185.66666666666666,115.66666666666667,1.54,117.29462333333333,101.66666666666667,10.448333333333332,28.733333333333334,5.0,810.23,328.6666666666667,0.124,13.26,106.975,3.9635000000000002,1.820837433333333
4.0,0.4629811964261171,2.9154325622898827,4.35355867049007,118.33333333333333,193.66666666666666,118.33333333333333,1.34,110.64663666666667,73.66666666666667,10.844666666666667,52.46666666666667,7.0,1475.7666666666664,578.23,0.115,11.585,223.28,9.177,0.9817941000000003
7.5,0.37185946042888474,3.9848373175451806,5.339291940742503,390.0,540.6666666666666,358.3333333333333,2.62,110.7334,109.0,18.19666666666667,402.0333333333333,3.0,1647.33,644.6,3.012,215.57,34.22,105.34566666666666,3.3980566333333333
39.0,0.46811476441199534,2.7846510205976864,4.287086852118494,143.33333333333334,215.33333333333334,135.33333333333334,0.8999999999999999,41.033681333333334,50.0,7.232666666666667,88.7,3.0,2206.6666666666665,1437.3333333333333,0.6109999999999999,24.400000000000002,252.53333333333333,149.0,0.7070355500000001
2.5,0.38597573480168007,3.422512985001788,4.246217567820079,212.5,306.5,203.0,0.7000000000000002,186.25947,154.0,14.1215,59.4,8.0,1729.0,639.25,0.222,19.055,189.95,66.8,3.6150702999999997
61.0,0.570778632732469,4.704379386095492,6.546234812714678,130.0,200.0,122.0,0.45999999999999974,51.516527499999995,75.33333333333333,7.106000000000001,55.26666666666667,5.0,2692.6666666666665,1220.3666666666666,0.5663333333333334,20.316666666666666,277.7,148.6,0.832771
4.0,0.3126246570557402,3.184392853523387,4.736237289801909,212.5,308.5,206.5,2.04,47.081500000000005,53.5,13.378,164.5,1.0,1795.7,1143.645,1.306,18.4,307.2,0.026,-0.67545
2.0,0.36424822817223307,2.994241484428198,3.5277496557686985,185.0,295.5,184.0,1.0099999999999998,102.9045,122.5,13.166,78.9,7.0,2738.1,1456.5,0.523,14.63,271.0,11.469999999999999,2.06017
1.0,0.35577803891820736,3.0838315554127105,4.236368425223134,95.0,166.66666666666666,93.0,1.8,27.137969333333334,74.33333333333333,11.037,38.702369999999995,1.0,1120.96,666.7366666666667,0.556,7.442333333333334,118.00466666666667,5.330166666666667,1.5183066666666667
10.0,0.42341092833299715,2.8720023966737553,4.097892208190531,160.0,206.99999999999997,151.0,0.0,208.9804,97.0,7.285,48.0,9.0,1883.0,544.5,0.124,11.0,172.0,7.9,0.942362
1.0,0.34469771205016886,4.489622787330003,7.438190511146362,250.0,396.5,250.99999999999997,1.2199999999999998,164.0685,173.5,17.9445,99.35,10.0,3762.15,1797.5,0.281,17.445,373.05,12.129999999999999,3.244005
1.0,0.3566303436592292,3.5425037661255483,5.74916331364377,167.5,289.0,171.5,0.8800000000000001,123.98,126.5,14.292,53.4,11.0,3682.824,2226.0,0.7985,18.73,422.5,86.77,2.48523403
2.0,0.26754484766595915,3.95254087191387,5.436806722118788,182.5,283.0,170.0,1.06,111.67699999999999,143.5,15.673,44.25,7.0,1751.9,944.1999999999999,0.385,17.075,181.86,200.505,3.9810882000000007
40.0,0.5624040214728557,3.1426373981871145,4.975716798055212,138.33333333333334,196.33333333333334,126.33333333333333,0.6999999999999997,50.624348,73.33333333333333,7.659666666666666,59.73333333333333,4.0,2233.6666666666665,1216.5333333333333,0.608,19.8,226.9333333333333,108.1,1.232712
33.0,0.5201554591113077,3.584910584143475,5.707929427576788,121.66666666666667,193.66666666666666,121.0,3.0300000000000002,62.17413438766667,74.0,11.641333333333336,73.98,2.0,691.3033333333334,453.81,0.301,6.760000000000001,60.03333333333333,0.0165,2.2709259666666672
0.0,0.32203532884912367,3.81831881100834,6.638377461339661,106.66666666666667,184.33333333333334,108.0,1.83,46.89366666666667,81.33333333333333,11.374333333333334,44.666666666666664,2.0,1655.3333333333333,786.8299999999999,0.281,12.805,293.705,7.578333333333333,0.879575
1.0,0.3207998562940434,2.7778319221014445,3.9114547955990084,446.6666666666667,709.6666666666666,447.3333333333333,1.3599999999999999,290.0357033333333,333.3333333333333,37.768,153.46666666666667,16.0,6028.708,3490.1,0.768,51.873333333333335,752.4733333333334,53.80166666666668,9.458146476666668
0.0,0.317798796954809,5.085277680175614,8.213894731824546,425.0,695.0,423.3333333333333,1.56,218.15637,331.6666666666667,40.001,144.73333333333332,14.0,5992.733333333334,3383.7000000000003,0.5025000000000001,47.72666666666667,744.2233333333334,58.48766666666668,10.004056333333333
0.5,0.3963693155869113,4.4340893590381345,7.32414613585751,260.0,399.0,257.0,1.66,241.856,174.0,20.7275,97.5,14.0,2250.35,855.8499999999999,0.0,17.255,216.09,0.015,10.090764600000002
3.0,0.3209938578309238,6.098469258523542,10.297990327109934,111.66666666666667,187.66666666666666,113.0,1.71,61.711666666666666,81.66666666666667,10.991,46.800000000000004,3.0,1686.4333333333332,818.0633333333334,0.281,14.885,298.28,7.576999999999999,0.7965294000000003
1.0,0.3872010921493604,4.141353773232374,6.638474789260751,186.66666666666666,322.0,191.66666666666666,0.98,87.31457999999999,127.66666666666667,15.165333333333331,82.03333333333335,7.0,5521.882666666667,3358.0,0.9036666666666666,28.03,690.5,36.510000000000005,2.4170463533333333
13.5,0.197724964670721,3.102177671475697,4.261535009673388,190.0,349.3333333333333,173.33333333333334,1.51,91.9148,176.0,22.413999999999998,45.73333333333333,8.0,3446.8566666666666,2151.5333333333333,0.5925,23.9,508.2,286.557,2.7498198333333335
4.0,0.20648132944727118,3.1247857568484205,4.14717029037982,110.0,271.3333333333333,115.33333333333333,1.2200000000000002,7.260666666666666,167.33333333333334,22.683000000000003,67.54698,1.0,1710.09,1060.91,2.2569999999999997,8.986,218.70533333333333,37.641999999999996,1.3048506666666666
-2.0,0.31499725691379465,3.932482049573201,5.767427304778753,270.0,451.6666666666667,260.0,2.55,128.839,152.33333333333334,23.896666666666665,221.73333333333335,5.0,2580.2533333333336,1385.3999999999999,0.4535,17.060000000000002,353.3,11.004,2.070898
1.0,0.39708012436272616,3.9495086305645835,6.732366770180221,120.0,192.0,119.33333333333333,1.71,77.37849,82.0,10.537666666666667,50.76666666666667,4.0,1728.3,858.3299999999999,0.281,17.36,304.475,11.363,0.6950122666666667
23.0,0.3392572790324807,4.3292907280344775,7.182955276535572,183.33333333333334,351.0,187.33333333333334,3.09,90.67133755066668,166.66666666666666,27.51,111.98666666666666,5.0,1751.68,980.7066666666666,0.3175,9.103333333333333,182.25333333333333,45.506,4.968459600000001
7.5,0.39184671351313816,4.171397880713337,7.0185398553382825,285.0,419.3333333333333,278.0,0.77,216.49699999999999,165.0,16.499,121.33333333333333,12.0,4420.666666666667,2316.266666666667,0.536,36.54666666666667,396.26666666666665,33.93333333333333,2.7961679999999998
9.0,0.5049273272254529,3.1561994743797857,4.311653564102313,103.33333333333333,183.0,106.0,2.02,72.537467721,101.33333333333333,12.191,25.91333333333333,3.0,986.6366666666668,274.8433333333333,0.222,6.050000000000001,110.7,22.277666666666665,2.625614966666667
2.0,0.13224246767970918,3.580638296411253,5.9920954187644275,70.0,170.0,75.0,0.0,12.011,87.0,11.26,11.3,2.0,5100.0,3820.0,0.711,0.0,0.0,1.59,1.262119
4.0,0.22977737422863376,3.935411940403255,5.974076409006113,213.33333333333334,291.0,198.66666666666666,2.15,98.53366666666666,37.333333333333336,10.114333333333333,238.50416666666663,2.0,1671.8499999999997,873.66,1.9364999999999999,9.105,216.0,42.413,-0.16423699999999997
17.0,0.4040922097491197,3.525162075755936,5.7915596266970795,176.66666666666666,265.6666666666667,160.66666666666666,0.8899999999999999,105.93543333333334,108.33333333333333,11.282000000000002,65.26666666666667,9.0,2448.733333333333,1448.3666666666668,0.3625,14.47,238.5,174.64666666666665,2.0031133333333333
2.0,0.3347604450822634,3.6992387458667233,6.048634819642644,375.0,554.6666666666666,370.0,1.2399999999999998,165.809359,273.6666666666667,25.340666666666667,134.16666666666666,10.0,4332.166666666667,2053.6666666666665,1.9249999999999998,22.016666666666666,376.7666666666667,262.8666666666667,5.4845049999999995
24.5,0.3243509621765151,4.293203681284001,7.123894660371384,156.66666666666666,332.0,169.33333333333334,2.35,64.10503755066667,182.66666666666666,28.60666666666667,46.876666666666665,5.0,1723.3466666666666,1022.2833333333333,0.4365,8.94,200.31999999999996,48.93733333333333,7.0648794000000015
18.5,0.22961114821215697,4.416842018159655,6.390755787009109,138.33333333333334,235.66666666666666,129.66666666666666,1.54,101.50813333333333,122.0,14.076999999999998,35.03333333333333,7.0,1634.46,670.2333333333332,0.2545,12.004999999999999,238.3,136.31799999999998,1.699863
8.5,0.18742363380507565,4.199935156895683,6.27641064490418,155.0,335.6666666666667,165.33333333333334,3.05,36.59779397733333,169.0,27.70566666666667,66.05333333333333,2.0,1809.0466666666669,1052.6933333333334,1.1235,9.426666666666668,209.51999999999998,56.504,4.8108026000000015
35.5,0.37740285069824253,5.2502791858204025,8.869458403876367,167.5,278.5,166.00000000000003,0.28,60.320461998,127.5,14.2995,49.5,6.0,2055.5,1180.3,0.9785,11.315,239.10000000000002,90.9,1.3246069999999999
1.0,0.25173721703280416,8.519539957473123,15.68684485182404,198.33333333333334,307.6666666666667,199.33333333333334,1.2399999999999998,97.39725399933333,157.66666666666666,15.794000000000002,60.96666666666666,5.0,1596.7666666666667,903.1,0.891,9.133333333333333,120.23333333333335,78.78,3.4043085
3.0,0.19514752978328928,3.2145600447115523,3.7543044267722334,135.0,202.0,126.66666666666667,1.06,135.80015666666668,98.66666666666667,10.896666666666667,29.27,7.0,473.04333333333335,295.62666666666667,0.138,9.461666666666666,43.336666666666666,4.152500000000001,3.2113125
36.5,0.5066415892398651,3.3534840581905683,3.5369446449907986,193.33333333333334,270.0,177.0,0.71,116.24639800000001,84.0,8.507333333333333,115.66666666666667,9.0,3519.6666666666665,1241.2866666666666,0.45999999999999996,11.853333333333333,364.90000000000003,78.1,0.76112823
1.0,0.28266306020239995,3.2943415932672626,4.924959850794734,223.33333333333334,344.6666666666667,215.33333333333334,0.44000000000000017,154.29369999999997,148.33333333333334,13.981333333333334,78.10000000000001,9.0,3120.6666666666665,1993.7,0.598,41.776666666666664,291.46666666666664,95.26666666666667,2.6560497
1.0,0.353030577413675,6.866661870429155,11.692612863456999,186.66666666666666,260.0,164.0,0.7499999999999998,139.389,115.33333333333333,11.171333333333335,56.6,9.0,2223.0666666666666,1121.5333333333333,0.2855,9.523333333333333,207.26666666666665,42.513333333333335,1.5231133333333335
3.0,0.2851712150192818,4.155261087055269,5.612468394681069,160.0,298.6666666666667,160.33333333333334,2.1399999999999997,115.06566666666667,144.0,18.332666666666665,57.300000000000004,8.0,2761.19,1057.5,0.184,16.085,435.5,29.960333333333335,1.8364691666666666
-6.0,0.2618787923949747,5.72687903443159,8.912319724493369,113.33333333333333,176.66666666666666,102.66666666666667,2.46,28.828333333333333,57.0,8.909,71.97083333333335,3.0,1349.4466666666667,655.03,1.9369999999999998,7.95,226.3,161.94233333333332,1.1047208333333334
5.0,0.4786409851483989,5.325628375816801,7.942594656586687,418.3333333333333,589.3333333333334,390.0,0.7499999999999998,409.07193333333333,293.6666666666667,26.054000000000002,111.5,22.0,4194.166666666667,1580.1000000000001,0.28300000000000003,19.23,332.7,29.66666666666666,4.23385344
9.5,0.4750182165972618,4.7530955244130935,7.5248445658737,337.5,447.0,315.5,0.6499999999999999,92.807,49.0,13.866500000000002,260.535,5.0,3225.5,2014.365,1.1735,17.439999999999998,287.79999999999995,116.0,0.07365
54.0,0.46564489824267913,3.1023331340816664,3.820093675553325,277.5,432.5,263.0,0.7899999999999998,153.39792,139.5,14.956999999999999,141.0,10.0,6460.0,2713.3999999999996,0.625,60.949999999999996,675.5,180.60000000000002,2.002568
3.0,0.29083342196743706,3.849697654585751,6.162236742818894,131.66666666666666,201.33333333333334,127.0,0.29000000000000004,89.98433333333332,91.33333333333333,7.635666666666666,42.666666666666664,5.0,2347.3333333333335,745.41,0.29833333333333334,20.099999999999998,216.0333333333333,34.2,1.211196
160.5,0.46907017338727325,4.462560311929665,7.0248887445977735,118.33333333333333,197.66666666666666,116.33333333333333,0.55,44.58051283333333,71.66666666666667,7.125,55.1,5.0,3852.0,2132.1666666666665,0.7253333333333333,20.783333333333335,459.5333333333333,132.2,0.486851
3.0,0.30120264183206785,3.396569589928852,4.013382444521371,186.66666666666666,270.6666666666667,174.0,0.56,162.60964666666666,129.33333333333334,12.748333333333333,43.31333333333333,9.0,1863.6666666666667,1107.0333333333333,0.2225,22.063333333333333,168.70000000000002,43.05,2.883649866666667
3.0,0.33476092429028254,5.351625479204787,9.203830816069546,127.5,258.5,124.5,1.2399999999999998,113.541,133.5,18.089,29.3,11.0,2140.19,1077.3,0.133,21.76,470.0,35.827,2.5251135
30.5,0.4049611139319777,3.0144023186791626,3.9607900402567746,363.3333333333333,506.0,348.3333333333333,2.49,172.10739666666666,107.0,18.654666666666667,284.7,7.0,2823.396666666667,2134.266666666667,0.9299999999999999,36.8,320.4,0.027,1.0870378333333333
-25.0,0.19267529762936014,5.280597935510624,8.236619947133917,170.0,396.0,186.0,2.15,65.919306326,241.5,38.791000000000004,38.480000000000004,6.0,1681.52,1011.06,0.443,7.92,183.08,40.256,6.877879400000001
1.5,0.2429519864196612,6.1920516772431755,10.844402914848443,155.0,250.33333333333334,147.66666666666666,1.2600000000000002,85.646,126.66666666666667,13.396666666666667,39.63333333333333,6.0,1664.9333333333334,836.2666666666665,0.385,9.959999999999999,148.13666666666668,134.01633333333334,2.9630216666666667
1.5,0.3028803490015351,4.103502942156814,6.310229686089692,220.0,375.5,222.5,1.04,72.0235,171.5,18.954,79.1,5.0,2856.736,1545.5,1.3595,11.245000000000001,227.05,11.354999999999999,3.155156045
2.5,0.3080184821111694,4.997516002859343,8.034989804695812,121.66666666666667,195.66666666666666,117.33333333333333,1.74,60.27361333333332,69.0,9.762333333333332,64.76666666666667,3.0,3014.2999999999997,1960.3,0.49749999999999994,11.035,198.28,0.7975,1.6442357333333335
15.0,0.4353335625595694,3.2399006565023396,4.36619742645,126.66666666666667,194.0,119.66666666666667,2.2199999999999998,77.26977000000001,73.33333333333333,10.092333333333332,66.73333333333333,3.0,1386.2299999999998,745.5,0.284,13.51,204.475,0.027,1.6090501
14.5,0.3293681596000644,3.011168409427433,5.042027184003395,343.3333333333333,578.0,343.3333333333333,1.08,220.22525333333337,255.33333333333334,28.531333333333333,96.84666666666665,19.0,6371.981333333333,3559.6666666666665,1.6386666666666665,24.673333333333332,650.4666666666667,62.80666666666667,4.55620806
1.0,0.3937034942015581,5.572046532654623,9.593315167942261,187.5,301.0,189.0,1.0499999999999998,169.44494,125.5,13.5265,65.9,13.0,3807.1,2124.5,0.14,17.58,438.7,29.27,2.18167
121.0,0.40677141288000124,5.706201581223205,9.693248624958642,386.6666666666667,677.3333333333334,395.6666666666667,1.2199999999999998,116.80971799999999,283.6666666666667,31.168666666666667,170.56666666666666,11.0,15253.333333333334,9028.0,2.5723333333333334,40.7,1135.2,333.78333333333336,2.9646383333333333
